"('NN', 'listen')","('TO', 'to')","('DT', 'that')","('NN', 'loud')","('NN', 'viose')"
"('NN', 'addition')","('TO', 'to')","('DT', 'that')","(',', ',')","('NNS', 'companies')"
"('NN', 'addition')","('TO', 'to')","('DT', 'that')","(',', ',')","('DT', 'some')"
"('IN', 'because')","('IN', 'of')","('DT', 'that')","(',', ',')","('PRP', 'you')"
"('NN', 'pollution')","('IN', 'for')","('DT', 'that')","('DT', 'this')","('NN', 'problem')"
"('VBN', 'concerned')","('IN', 'about')","('DT', 'that')","('WRB', 'when')","('NNS', 'people')"
"('NN', 'cause')","('IN', 'of')","('DT', 'that')","(',', ',')","('PRP', 'they')"
"('VBZ', 'goes')","('IN', 'beyond')","('DT', 'that')","('TO', 'to')","('DT', 'the')"
"('NNS', 'people')","('IN', 'around')","('DT', 'that')","('NN', 'noisy')","('NN', 'enviroment')"
"('JJ', 'compitable')","('IN', 'with')","('DT', 'that')","('NN', 'procedure')","('IN', 'of')"
"('NNS', 'machines')","('IN', 'in')","('DT', 'that')","('NNS', 'types')","('IN', 'of')"
"('NN', 'addition')","('TO', 'to')","('DT', 'that')","(',', ',')","('PRP', 'we')"
"('VBN', 'recovered')","('IN', 'from')","('DT', 'that')","('NN', 'damage')","(',', ',')"
"('NN', 'result')","('IN', 'of')","('DT', 'that')","(',', ',')","('NN', 'thay')"
"('NNS', 'points')","('IN', 'out')","('DT', 'that')","('DT', 'the')","('JJ', 'uncomfotable')"
"('WDT', 'which')","('VBZ', 'means')","('DT', 'that')","('PRP', 'they')","('VBP', 'are')"
"('JJS', 'biggest')","('NNS', 'factors')","('DT', 'that')","('NN', 'make')","('DT', 'the')"
"('NN', 'posion')","('IN', 'because')","('DT', 'that')","('MD', 'will')","('VB', 'affect')"
"('NN', 'worker')","('IN', 'in')","('DT', 'that')","('NN', 'setuation')","('NN', 'prefer')"
"('NN', 'addtion')","('TO', 'to')","('DT', 'that')","('NNS', 'chairs')","('VBP', 'are')"
"('JJ', 'extra')","('TO', 'to')","('DT', 'that')","(',', ',')","('DT', 'the')"
"('MD', 'can')","('VB', 'do')","('DT', 'that')","('CC', 'and')","('MD', 'may')"
"('VBP', 'spend')","('IN', 'on')","('DT', 'that')","('NN', 'computer')","('VBG', 'calculating')"
"('NN', 'role')","('IN', 'of')","('DT', 'that')","('JJ', 'good')","('NN', 'chair')"
"('VBP', 'depend')","('IN', 'on')","('DT', 'that')","('NN', 'person')","('PRP', 'himself')"
"('JJ', 'aware')","('IN', 'of')","('DT', 'that')","(',', ',')","('JJ', 'recent')"
"(',', ',')","('IN', 'because')","('DT', 'that')","('JJ', 'give')","('PRP', 'them')"
"('NN', 'reason')","('IN', 'behind')","('DT', 'that')","('VBP', 'are')","('RB', 'not')"
"('RB', 'also')","('VBP', 'do')","('DT', 'that')","('IN', 'for')","('NNS', 'plants')"
"('NN', 'result')","('IN', 'for')","('DT', 'that')","('NNS', 'factories')","('RB', 'definatlly')"
"('NNS', 'materals')","('IN', 'for')","('DT', 'that')","('CC', 'and')","('IN', 'that')"
"('JJ', 'animals.becouse')","('IN', 'of')","('DT', 'that')","('EX', 'there')","('VBD', 'were')"
"('CC', 'and')","('IN', 'with')","('DT', 'that')","('JJ', 'many')","('NNS', 'inovations')"
"('NNS', 'examples')","('IN', 'for')","('DT', 'that')","('IN', 'in')","('NNP', 'African')"
