"(""''"", ""''"")","('VBZ', 'reports')","('IN', 'that')","('NN', 'loud')","('NN', 'noise')"
"('PRP$', 'our')","('NN', 'policy')","('WDT', 'that')","('DT', 'the')","('NNS', 'buses')"
"('DT', 'all')","('NNS', 'activities')","('WDT', 'that')","('VBP', 'promote')","('VBP', 'loud')"
"('VBN', 'pointed')","('RP', 'out')","('IN', 'that')","('NNS', 'people')","('VBP', 'are')"
"('NNS', 'people')","('IN', 'of')","('DT', 'that')","('NN', 'area')","(':', '(')"
"('IN', 'against')","('NNS', 'industries')","('WDT', 'that')","('VBN', 'built')","('PRP$', 'their')"
"('DT', 'the')","('NNS', 'industries')","('WDT', 'that')","('VBN', 'built')","('PRP$', 'their')"
"('CC', 'and')","('NN', 'tension')","('IN', 'that')","('POS', ""'s"")","('VBN', 'caused')"
"('JJ', 'physical')","('NN', 'damage')","('WDT', 'that')","('NN', 'noise')","('NN', 'pollution')"
"('RB', 'very')","('JJ', 'important')","('IN', 'that')","('NN', 'poeple')","('VB', 'take')"
"('JJ', 'serious')","('NN', 'problem')","('IN', 'that')","('NNS', 'deserves')","('DT', 'the')"
"('NN', 'pollution')","('VBZ', 'is')","('IN', 'that')","('PRP', 'it')","('VBP', 'cause')"
"('NNS', 'experts')","('VBP', 'show')","('IN', 'that')","('NN', 'noise')","('NN', 'pollution')"
"('NNP', 'Fisher')","('VBZ', 'argues')","('IN', 'that')","('NN', 'noise')","('NN', 'pollution')"
"('VBZ', 'is')","('VBN', 'shown')","('IN', 'that')","('IN', 'if')","('NN', 'noise')"
"('NNP', 'Fisher')","('VBZ', 'adds')","('IN', 'that')","('NNS', 'besides')","('VBG', 'preventing')"
"('VBP', 'belive')","('NN', 'affirm')","('IN', 'that')","('DT', 'the')","('NN', 'brain')"
"('NNP', 'Berlin')","('VBZ', 'reports')","('IN', 'that')","('NNP', 'Mounty')","('NNP', 'County')"
"('PRP', 'they')","('VBP', 'say')","('IN', 'that')","('PRP', 'they')","('MD', 'can')"
"('RB', 'unfortunately')","('VB', 'hear')","('IN', 'that')","('NN', 'noise')","('IN', 'during')"
"('NNP', 'Berlin')","('VBZ', 'adds')","('IN', 'that')","('DT', 'some')","('NNS', 'residents')"
"('NNS', 'residents')","('VBD', 'affirmed')","('IN', 'that')","('PRP', 'they')","('VBP', 'have')"
"('RB', 'once')","('RB', 'again')","('IN', 'that')","('NN', 'noise')","('NN', 'pollution')"
"('RB', 'very')","('JJ', 'clear')","('IN', 'that')","('DT', 'that')","('NN', 'noise')"
"('JJ', 'clear')","('IN', 'that')","('DT', 'that')","('NN', 'noise')","('VBD', 'disturbed')"
"('NN', 'polluition')","(',', ',')","('IN', 'that')","('NNS', 'disturbs')","('JJ', 'many')"
"('NN', 'sleep')","(',', ',')","('IN', 'that')","('NN', 'result')","('IN', 'from')"
"('NNP', 'Engineering')","('NNS', 'machines')","('WDT', 'that')","('VBP', 'make')","('JJR', 'less')"
"('JJ', 'common')","('NN', 'sense')","('IN', 'that')","('PRP', 'we')","('VBP', 'try')"
"('NNS', 'people')","('IN', 'so')","('IN', 'that')","('PRP', 'we')","('VBP', 'make')"
"('VBG', 'annoying')","('NN', 'thing')","('WDT', 'that')","('NN', 'disturb')","('CD', 'one')"
"('PRP', 'I')","('VBP', 'belive')","('IN', 'that')","('VBG', 'making')","('RB', 'so')"
"('JJ', 'loud')","('NN', 'noise')","('WDT', 'that')","('NNS', 'people')","('VBG', 'living')"
"('VBP', 'am')","('JJ', 'sure')","('IN', 'that')","('JJ', 'many')","('NNS', 'people')"
